+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                     ;
+-----------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                 ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|xtrig_mm_bridge_s0_agent_rsp_fifo                                                                     ; 143   ; 39             ; 0            ; 39             ; 102    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|xtrig_mm_bridge_s0_agent|uncompressor                                                                 ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|xtrig_mm_bridge_s0_agent                                                                              ; 289   ; 39             ; 47           ; 39             ; 301    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|spi_mm_bridge_s0_agent_rsp_fifo                                                                       ; 143   ; 39             ; 0            ; 39             ; 102    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|spi_mm_bridge_s0_agent|uncompressor                                                                   ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|spi_mm_bridge_s0_agent                                                                                ; 289   ; 39             ; 47           ; 39             ; 301    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent_rsp_fifo                                                           ; 143   ; 39             ; 0            ; 39             ; 102    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent|uncompressor                                                       ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_agent                                                                    ; 289   ; 39             ; 47           ; 39             ; 301    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|sysid_qsys_0_control_slave_agent_rsp_fifo                                                             ; 143   ; 39             ; 0            ; 39             ; 102    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|sysid_qsys_0_control_slave_agent|uncompressor                                                         ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|sysid_qsys_0_control_slave_agent                                                                      ; 289   ; 39             ; 47           ; 39             ; 301    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent_rsp_fifo                                                          ; 143   ; 39             ; 0            ; 39             ; 102    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent|uncompressor                                                      ; 35    ; 1              ; 0            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent                                                                   ; 289   ; 39             ; 47           ; 39             ; 301    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|nios2_gen2_0_instruction_master_agent                                                                 ; 175   ; 39             ; 79           ; 39             ; 135    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|nios2_gen2_0_data_master_agent                                                                        ; 175   ; 39             ; 79           ; 39             ; 135    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|key_s1_translator                                                                                     ; 102   ; 6              ; 20           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|sw_s1_translator                                                                                      ; 102   ; 6              ; 20           ; 6              ; 36     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|led_s1_translator                                                                                     ; 102   ; 6              ; 20           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|timer_0_s1_translator                                                                                 ; 86    ; 22             ; 35           ; 22             ; 55     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|onchip_memory2_0_s1_translator                                                                        ; 102   ; 7              ; 4            ; 7              ; 88     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|xtrig_mm_bridge_s0_translator                                                                         ; 102   ; 4              ; 9            ; 4              ; 84     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|spi_mm_bridge_s0_translator                                                                           ; 102   ; 4              ; 9            ; 4              ; 84     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_translator                                                               ; 102   ; 5              ; 10           ; 5              ; 82     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|sysid_qsys_0_control_slave_translator                                                                 ; 102   ; 6              ; 18           ; 6              ; 35     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_translator                                                              ; 102   ; 5              ; 21           ; 5              ; 70     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|nios2_gen2_0_instruction_master_translator                                                            ; 103   ; 51             ; 2            ; 51             ; 96     ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0|nios2_gen2_0_data_master_translator                                                                   ; 103   ; 12             ; 2            ; 12             ; 96     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|mm_interconnect_0                                                                                                       ; 391   ; 0              ; 0            ; 0              ; 402    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|xtrig_mm_bridge                                                                                                         ; 88    ; 2              ; 0            ; 2              ; 84     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|timer_0                                                                                                                 ; 23    ; 0              ; 15           ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|sysid_qsys_0                                                                                                            ; 3     ; 15             ; 2            ; 15             ; 32     ; 15              ; 15            ; 15              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|sw                                                                                                                      ; 8     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|spi_mm_bridge                                                                                                           ; 88    ; 2              ; 0            ; 2              ; 84     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|onchip_memory2_0|the_altsyncram|auto_generated|mux2                                                                     ; 130   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|onchip_memory2_0|the_altsyncram|auto_generated|decode3                                                                  ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|onchip_memory2_0|the_altsyncram|auto_generated                                                                          ; 54    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|onchip_memory2_0                                                                                                        ; 58    ; 1              ; 1            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|nios2_gen2_0|cpu                                                                                                        ; 151   ; 1              ; 29           ; 1              ; 113    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|nios2_gen2_0                                                                                                            ; 151   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|led                                                                                                                     ; 38    ; 24             ; 24           ; 24             ; 40     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|key                                                                                                                     ; 39    ; 0              ; 31           ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                 ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count           ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state|count_usedw ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state             ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_r|rfifo|auto_generated|dpfifo                        ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_r|rfifo|auto_generated                               ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_r                                                    ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                 ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|rd_ptr_count           ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram                ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state|count_usedw ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state             ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_w|wfifo|auto_generated|dpfifo                        ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_w|wfifo|auto_generated                               ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0|the_c5_niosii_spi_slvsec_niosii_cpu_jtag_uart_0_scfifo_w                                                    ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu|jtag_uart_0                                                                                                             ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|niosii_cpu                                                                                                                         ; 75    ; 0              ; 0            ; 0              ; 108    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|laser_dlp_xtrig_controller_0|u_laser_dlp_xtrig_controller                                                                          ; 80    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|laser_dlp_xtrig_controller_0                                                                                                       ; 44    ; 0              ; 4            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec|imx421_poweron_0                                                                                                                   ; 2     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_c5_niosii_spi_slvsec                                                                                                                                    ; 8     ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+-----------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
